x,y
0.5459999412752914,0.5782614803849588
0.9220678100300174,2.6038874083051735
0.5268668587054443,0.5401096323540354
-0.856440202387315,-0.791322517902165
0.9299954670592973,1.0132309716708807
-0.14478656602588505,-0.14460287697491142
0.18369024960286073,0.616299417055021
-0.023435071073175284,2.7286288188120444
-0.1702455030638929,-0.16461759475816481
0.4662765968064734,0.6643096314976993
-0.5088579923928881,-0.3749305500801806
-4.440102244800989,-3.7587195939743885
0.21696372864957397,0.21713668352535603
0.4100476722638749,3.512314370672318
1.2310878844718969,1.2314748559025652
-0.09082332297168182,0.03713432648936878
0.1424102512139398,3.4542646557949097
0.8935814782818239,1.0552851818387512
0.32538064618520895,0.3474149553712576
0.09024518795524045,0.09129731864241174
1.7070222160412334,2.561456051001062
0.5226286144838729,0.5321560235077406
-1.7972668844409,-0.8960318224088843
0.8678639677611052,1.428398776189197
1.6092395852853318,1.7645699170556606
0.1138449371094686,0.1191939876799376
0.9233806137397803,2.101432901908646
0.5982143984616509,0.6075952794559631
1.3756963820113008,1.4576513773660094
-0.6547144234035358,1.8357297544432345
0.9239398675898399,1.539011076381957
1.477856057953428,2.235204164491332
-0.31839812189107447,0.5135778949212775
-1.4817860977502881,-0.5429366175255615
-1.0739478476532864,-1.0540901093597532
0.3739285542155987,1.2547916967551407
0.2506155216860082,2.3902351474048267
1.936751054679061,1.9729476956194132
0.07934882839845278,0.5627998845311694
-1.1892348641730495,-1.1469119974853061
-0.18582194279945452,0.04065767619169175
-1.1496568339572855,-0.8369864895739367
-0.45688381340995227,-0.4021752339100156
-0.14224306853851365,0.41631050627692445
-1.5428746636542392,-0.3311551402239752
0.23383292043438025,0.3884039922700916
0.821237247647502,0.8561620191154187
-0.49681488560360254,-0.4874048463805799
-0.5820453923072023,-0.21705405242793507
-0.8865164530571302,-0.5679543950588128
1.414121834234714,1.4636104396292404
0.743078631047597,0.7511431716803989
-0.06383553798446565,-0.0330947880808847
-0.705589184749694,-0.6158431506416494
1.5553000947020257,1.5967547618788942
-0.38801312825760287,0.31850605820336625
0.0818732510751151,0.08213323460639622
0.6412180441269447,1.1675932454983393
0.2961209660523012,0.3056882056571345
-0.8910263815377542,-0.3850730578594814
-0.22291346735325407,-0.022077430903194195
0.1844980290258228,0.22334567532506466
0.07968674878557476,0.1342134309831582
-1.3705237028307142,-0.9164694931031323
0.8992929312456232,1.291186970412229
-0.13087999421995608,0.22360381599372683
0.20967147438527828,0.6689725762339698
-0.9788225651950211,-0.2020587154898712
0.06584270299103863,0.12699068600349278
-0.030994877210419432,-0.002872625374369806
0.13742472391021773,0.1697324351071952
0.8476695164190784,0.8648935075860071
0.7379530356600138,2.1323131212990325
0.8265480519483442,1.6368754438244113
-0.09352593622358166,0.06429417265912263
-1.6957054267525484,-1.6576580035953834
-1.0379478947331724,-0.9902701396728077
-0.42658360912900356,0.05953788923711961
-0.8534834216599008,1.6241237224380864
-0.09420092969383351,0.6576697871587187
-0.8342886772575948,-0.8138076708093963
-1.4686240781419913,-1.2722170812657423
1.0770191379162504,2.379767100654038
-1.9141849271457272,-1.577891338627602
-1.6568197332984744,-1.4770847227149824
0.7917331669674887,2.662265403710455
-0.22708778967858315,-0.024808508898050086
-0.2796868652287637,0.13231249452347577
3.4388823278977423,3.6020618616773272
0.7702175821064494,2.4003823598327916
0.37237053071544957,0.5632758802625557
2.3589134082511682,2.4102888268906177
-0.26064906592170733,0.003969692133487468
-0.12770616498618287,-0.04087377664745277
-0.1616652097849324,-0.024747874226342836
0.10089417875752917,0.1010177162859917
0.16786189488615796,0.17807403218037182
0.827478922256616,2.124950387267136
-0.3688496486485109,-0.33584144868283783
1.0860920331673254,1.489618394067679
